#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
KCTD5	RND2	9606.ENSP00000301738	9606.ENSP00000466680	0	0	0	0	0	0	0	0.422	0.422
KCTD5	KLHL24	9606.ENSP00000301738	9606.ENSP00000395012	0	0	0	0	0	0.069	0.540	0.065	0.564
KIAA2013	MYO1D	9606.ENSP00000365756	9606.ENSP00000324527	0	0	0	0	0.049	0	0	0.535	0.539
KIF13A	KIF13B	9606.ENSP00000259711	9606.ENSP00000427900	0	0	0.061	0.947	0	0	0.540	0.075	0.565
KIF13A	KIF6	9606.ENSP00000259711	9606.ENSP00000287152	0	0	0	0.645	0	0	0.540	0.110	0.573
KIF13A	NDE1	9606.ENSP00000259711	9606.ENSP00000379643	0	0	0	0	0	0.091	0.540	0.208	0.640
KIF13B	KIF6	9606.ENSP00000427900	9606.ENSP00000287152	0	0	0	0.648	0	0	0.540	0.113	0.574
KIF13B	NDE1	9606.ENSP00000427900	9606.ENSP00000379643	0	0	0	0	0.042	0.091	0.540	0.196	0.635
KIF6	NDE1	9606.ENSP00000287152	9606.ENSP00000379643	0	0	0	0	0	0	0.540	0	0.540
KIRREL1	RHOG	9606.ENSP00000352138	9606.ENSP00000339467	0	0	0	0	0	0.152	0	0.365	0.439
KIRREL1	NLGN3	9606.ENSP00000352138	9606.ENSP00000351591	0	0	0	0	0.044	0.127	0	0.466	0.515
LAMC3	MCM5	9606.ENSP00000354360	9606.ENSP00000216122	0	0	0	0	0.060	0.094	0	0.404	0.448
LAMC3	TGFB1	9606.ENSP00000354360	9606.ENSP00000221930	0	0	0	0	0	0.430	0	0.126	0.480
LAMP1	NAGLU	9606.ENSP00000333298	9606.ENSP00000225927	0	0	0	0	0.082	0	0	0.642	0.657
LAMP1	PXDN	9606.ENSP00000333298	9606.ENSP00000252804	0	0	0	0	0.054	0	0	0.618	0.623
LAMP1	TYROBP	9606.ENSP00000333298	9606.ENSP00000262629	0	0	0	0	0.125	0	0	0.348	0.405
LAMP1	LGALS3BP	9606.ENSP00000333298	9606.ENSP00000262776	0	0	0	0	0.044	0	0	0.443	0.444
LAMP1	LAPTM5	9606.ENSP00000333298	9606.ENSP00000294507	0	0	0	0	0.091	0.226	0	0.671	0.748
LAMP1	NCSTN	9606.ENSP00000333298	9606.ENSP00000294785	0	0	0	0	0.127	0.191	0	0.671	0.747
LAMP1	PSEN1	9606.ENSP00000333298	9606.ENSP00000326366	0	0	0	0	0.060	0	0	0.523	0.532
LAMP1	LIPA	9606.ENSP00000333298	9606.ENSP00000337354	0	0	0	0	0.144	0	0	0.370	0.437
LAMP1	PLD1	9606.ENSP00000333298	9606.ENSP00000342793	0	0	0	0	0.083	0.086	0	0.394	0.448
LAMP1	PLP1	9606.ENSP00000333298	9606.ENSP00000481006	0	0	0	0	0	0.226	0	0.429	0.539
LAMP1	NPC2	9606.ENSP00000333298	9606.ENSP00000451206	0	0	0	0	0.230	0	0	0.499	0.598
LAMP1	PTPRC	9606.ENSP00000333298	9606.ENSP00000411355	0	0	0	0	0.065	0	0	0.622	0.631
LAMP1	TFEB	9606.ENSP00000333298	9606.ENSP00000351742	0	0	0	0	0	0	0	0.769	0.769
LAMP1	LAMP2	9606.ENSP00000333298	9606.ENSP00000408411	0	0	0.094	0.854	0.168	0.994	0	0.904	0.999
LAMP2	NAGLU	9606.ENSP00000408411	9606.ENSP00000225927	0	0	0	0	0.044	0	0	0.749	0.749
LAMP2	PXDN	9606.ENSP00000408411	9606.ENSP00000252804	0	0	0	0	0.059	0	0	0.481	0.491
LAMP2	LAPTM5	9606.ENSP00000408411	9606.ENSP00000294507	0	0	0	0	0.079	0	0	0.754	0.763
LAMP2	RNF13	9606.ENSP00000408411	9606.ENSP00000341361	0	0	0	0	0.310	0.226	0	0	0.443
LAMP2	TFEB	9606.ENSP00000408411	9606.ENSP00000351742	0	0	0	0	0.043	0	0	0.693	0.694
LAMP2	RNASE1	9606.ENSP00000408411	9606.ENSP00000381057	0	0	0	0	0.042	0	0.500	0.074	0.517
LAMP2	LDB3	9606.ENSP00000408411	9606.ENSP00000401437	0	0	0	0	0	0	0	0.419	0.418
LAMP2	NPC2	9606.ENSP00000408411	9606.ENSP00000451206	0	0	0	0	0.191	0	0	0.577	0.643
LAPTM5	LCP2	9606.ENSP00000294507	9606.ENSP00000046794	0	0	0	0	0.525	0	0	0.226	0.616
LAPTM5	SPI1	9606.ENSP00000294507	9606.ENSP00000227163	0	0	0	0	0.514	0	0	0.248	0.619
LAPTM5	SELPLG	9606.ENSP00000294507	9606.ENSP00000228463	0	0	0	0	0.379	0	0	0.087	0.408
LAPTM5	TYROBP	9606.ENSP00000294507	9606.ENSP00000262629	0	0	0	0	0.542	0	0	0.471	0.747
LAPTM5	NCKAP1L	9606.ENSP00000294507	9606.ENSP00000293373	0	0	0	0	0.761	0	0	0.474	0.868
LAPTM5	TBXAS1	9606.ENSP00000294507	9606.ENSP00000389414	0	0	0	0	0.269	0	0	0.218	0.405
LAPTM5	LST1	9606.ENSP00000294507	9606.ENSP00000365261	0	0	0	0	0.356	0	0	0.123	0.411
LAPTM5	SLA	9606.ENSP00000294507	9606.ENSP00000394049	0	0	0	0	0.434	0	0	0.051	0.440
LAPTM5	PARVG	9606.ENSP00000294507	9606.ENSP00000391583	0	0	0	0	0.474	0	0	0	0.474
LAPTM5	PTPN6	9606.ENSP00000294507	9606.ENSP00000391592	0	0	0	0	0.460	0	0	0.237	0.571
LAPTM5	PTPRC	9606.ENSP00000294507	9606.ENSP00000411355	0	0	0	0	0.548	0	0	0.189	0.617
LAPTM5	WDFY4	9606.ENSP00000294507	9606.ENSP00000320563	0	0	0	0	0.434	0	0	0.430	0.664
LAPTM5	MYO1F	9606.ENSP00000294507	9606.ENSP00000494550	0	0	0	0	0.581	0	0	0.277	0.684
LAPTM5	LCP1	9606.ENSP00000294507	9606.ENSP00000381581	0	0	0	0	0.780	0	0	0.069	0.786
LAT2	LCP2	9606.ENSP00000381492	9606.ENSP00000046794	0	0	0	0	0.210	0	0	0.851	0.877
LAT2	TYROBP	9606.ENSP00000381492	9606.ENSP00000262629	0	0	0	0	0.217	0	0	0.351	0.470
LAT2	SYK	9606.ENSP00000381492	9606.ENSP00000364898	0	0	0	0	0.203	0	0.400	0.816	0.904
LAT2	LST1	9606.ENSP00000381492	9606.ENSP00000365261	0	0	0	0	0.336	0	0	0.160	0.418
LBR	RHOG	9606.ENSP00000339883	9606.ENSP00000339467	0	0	0	0	0.061	0.125	0.500	0.102	0.582
LBR	MOSPD2	9606.ENSP00000339883	9606.ENSP00000369860	0	0	0	0	0.049	0.091	0.400	0.128	0.487
LBR	LSS	9606.ENSP00000339883	9606.ENSP00000380837	0	0	0	0	0.212	0	0	0.477	0.570
LBR	SUN2	9606.ENSP00000339883	9606.ENSP00000385616	0	0	0	0	0.047	0	0	0.730	0.732
LCP1	LCP2	9606.ENSP00000381581	9606.ENSP00000046794	0	0	0	0	0.446	0.058	0	0.078	0.477
LCP1	SPI1	9606.ENSP00000381581	9606.ENSP00000227163	0	0	0	0	0.340	0	0	0.489	0.649
LCP1	LMO2	9606.ENSP00000381581	9606.ENSP00000257818	0	0	0	0	0.117	0	0	0.394	0.442
LCP1	TYROBP	9606.ENSP00000381581	9606.ENSP00000262629	0	0	0	0	0.369	0	0	0.108	0.414
LCP1	NCKAP1L	9606.ENSP00000381581	9606.ENSP00000293373	0	0	0	0	0.388	0	0	0.200	0.490
LCP1	SCIN	9606.ENSP00000381581	9606.ENSP00000297029	0	0	0	0	0	0.058	0	0.447	0.457
LCP1	WDFY4	9606.ENSP00000381581	9606.ENSP00000320563	0	0	0	0	0.365	0.101	0	0.053	0.412
LCP1	S100A6	9606.ENSP00000381581	9606.ENSP00000357709	0	0	0	0	0.063	0.058	0	0.393	0.417
LCP1	PTPN6	9606.ENSP00000381581	9606.ENSP00000391592	0	0	0	0	0.377	0	0	0.108	0.421
LCP1	MYO1F	9606.ENSP00000381581	9606.ENSP00000494550	0	0	0	0	0.304	0	0	0.231	0.442
LCP1	PTPRC	9606.ENSP00000381581	9606.ENSP00000411355	0	0	0	0	0.447	0	0	0.191	0.534
LCP2	LST1	9606.ENSP00000046794	9606.ENSP00000365261	0	0	0	0	0.363	0	0	0.112	0.410
LCP2	SELPLG	9606.ENSP00000046794	9606.ENSP00000228463	0	0	0	0	0.276	0.098	0	0.194	0.427
LCP2	WDFY4	9606.ENSP00000046794	9606.ENSP00000320563	0	0	0	0	0.383	0.046	0	0.173	0.471
LCP2	MYO1F	9606.ENSP00000046794	9606.ENSP00000494550	0	0	0	0	0.479	0.091	0	0.067	0.520
LCP2	SLA	9606.ENSP00000046794	9606.ENSP00000394049	0	0	0	0	0.440	0.095	0	0.138	0.525
LCP2	PARVG	9606.ENSP00000046794	9606.ENSP00000391583	0	0	0	0	0.483	0.091	0	0.086	0.533
LCP2	SPI1	9606.ENSP00000046794	9606.ENSP00000227163	0	0	0	0	0.511	0	0	0.198	0.591
LCP2	NCKAP1L	9606.ENSP00000046794	9606.ENSP00000293373	0	0	0	0	0.367	0.044	0	0.388	0.597
LCP2	SHB	9606.ENSP00000046794	9606.ENSP00000366936	0	0	0	0	0	0.292	0	0.514	0.641
LCP2	PDPN	9606.ENSP00000046794	9606.ENSP00000294489	0	0	0	0	0.042	0	0.500	0.393	0.683
LCP2	TREM2	9606.ENSP00000046794	9606.ENSP00000362205	0	0	0	0	0.130	0	0.500	0.493	0.760
LCP2	WIPF1	9606.ENSP00000046794	9606.ENSP00000376330	0	0	0	0	0.245	0.130	0	0.728	0.805
LCP2	PTPRC	9606.ENSP00000046794	9606.ENSP00000411355	0	0	0	0	0.828	0.053	0	0.635	0.935
LCP2	TYROBP	9606.ENSP00000046794	9606.ENSP00000262629	0	0	0	0	0.443	0	0.500	0.870	0.960
LCP2	PTPN6	9606.ENSP00000046794	9606.ENSP00000391592	0	0	0	0	0.337	0.516	0.900	0.412	0.978
LCP2	SYK	9606.ENSP00000046794	9606.ENSP00000364898	0	0	0	0	0.215	0.331	0.900	0.998	0.999
LDB3	SGCD	9606.ENSP00000401437	9606.ENSP00000338343	0	0	0	0	0.163	0	0	0.705	0.742
LDB3	NPC2	9606.ENSP00000401437	9606.ENSP00000451206	0	0	0	0	0	0.489	0	0	0.489
LGALS3BP	MMP2	9606.ENSP00000262776	9606.ENSP00000219070	0	0	0	0	0.080	0	0	0.482	0.503
LGALS3BP	SELENOP	9606.ENSP00000262776	9606.ENSP00000425915	0	0	0	0	0.048	0	0.400	0.145	0.469
LGALS3BP	SIGLEC10	9606.ENSP00000262776	9606.ENSP00000345243	0	0	0	0	0	0.354	0	0.424	0.612
LHFPL2	TMEM86A	9606.ENSP00000369702	9606.ENSP00000280734	0	0	0	0	0.049	0	0	0.463	0.467
LHFPL2	RASSF2	9606.ENSP00000369702	9606.ENSP00000368710	0	0	0	0	0.058	0	0	0.437	0.446
LILRB4	TYROBP	9606.ENSP00000375616	9606.ENSP00000262629	0	0	0	0	0.248	0.045	0	0.306	0.458
LILRB4	TREM2	9606.ENSP00000375616	9606.ENSP00000362205	0	0	0	0	0.148	0	0	0.556	0.605
LILRB4	SYK	9606.ENSP00000375616	9606.ENSP00000364898	0	0	0	0	0.143	0.102	0.900	0.132	0.924
LILRB4	PTPRC	9606.ENSP00000375616	9606.ENSP00000411355	0	0	0	0	0.187	0	0	0.306	0.412
LILRB4	PTPN6	9606.ENSP00000375616	9606.ENSP00000391592	0	0	0	0	0.128	0.332	0.900	0.638	0.976
LIMA1	SCIN	9606.ENSP00000378400	9606.ENSP00000297029	0	0	0	0	0.074	0	0	0.542	0.558
LIMD1	PPP2R3A	9606.ENSP00000273317	9606.ENSP00000264977	0	0	0	0	0.042	0.461	0	0.193	0.546
LIPA	LIPE	9606.ENSP00000337354	9606.ENSP00000244289	0.043	0	0	0	0	0	0.108	0.594	0.623
LIPA	LSS	9606.ENSP00000337354	9606.ENSP00000380837	0	0	0	0	0.044	0.243	0	0.255	0.414
LIPA	TFEB	9606.ENSP00000337354	9606.ENSP00000351742	0	0	0	0	0.042	0.045	0	0.528	0.530
LIPA	NPC2	9606.ENSP00000337354	9606.ENSP00000451206	0	0	0	0	0.213	0	0	0.645	0.709
LIPE	PAFAH1B3	9606.ENSP00000244289	9606.ENSP00000444935	0	0	0	0	0.075	0	0	0.511	0.528
LIPE	SCD	9606.ENSP00000244289	9606.ENSP00000359380	0	0	0	0	0.063	0	0	0.644	0.652
LIPE	SREBF1	9606.ENSP00000244289	9606.ENSP00000348069	0	0	0	0	0.053	0.086	0	0.755	0.769
LLGL1	SHMT1	9606.ENSP00000321537	9606.ENSP00000318868	0	0	0	0	0.048	0	0	0.425	0.429
LMO2	SPI1	9606.ENSP00000257818	9606.ENSP00000227163	0	0	0	0	0.211	0	0	0.698	0.751
LMO2	SPARC	9606.ENSP00000257818	9606.ENSP00000231061	0	0	0	0	0.054	0	0	0.395	0.403
LMO2	ZNF24	9606.ENSP00000257818	9606.ENSP00000382015	0	0	0	0	0.049	0.226	0	0.251	0.401
LMO2	PTPRC	9606.ENSP00000257818	9606.ENSP00000411355	0	0	0	0	0.123	0	0	0.420	0.469
LMO2	MEIS1	9606.ENSP00000257818	9606.ENSP00000272369	0	0	0	0	0.056	0.071	0	0.583	0.603
LMO2	TCF12	9606.ENSP00000257818	9606.ENSP00000388940	0	0	0	0	0.042	0.902	0.500	0.586	0.978
LMO2	TAL1	9606.ENSP00000257818	9606.ENSP00000294339	0	0	0	0	0.179	0.977	0.500	0.999	0.999
LOC102723996	PTPRC	9606.ENSP00000485129	9606.ENSP00000411355	0	0	0	0	0.069	0	0	0.509	0.523
LPAR5	RGS19	9606.ENSP00000393098	9606.ENSP00000378483	0	0	0	0	0.115	0	0.500	0.063	0.549
LPCAT2	PARVG	9606.ENSP00000262134	9606.ENSP00000391583	0	0	0	0	0.063	0	0	0.386	0.400
LPCAT2	SCD5	9606.ENSP00000262134	9606.ENSP00000316329	0.046	0	0	0	0	0	0.253	0.285	0.446
LPCAT2	SCD	9606.ENSP00000262134	9606.ENSP00000359380	0.046	0	0	0	0	0	0.253	0.294	0.453
LPCAT2	PTAFR	9606.ENSP00000262134	9606.ENSP00000442658	0	0	0	0	0.080	0	0	0.463	0.485
LPCAT2	PLD4	9606.ENSP00000262134	9606.ENSP00000438677	0	0	0	0	0	0	0.900	0	0.900
LPCAT2	PAFAH1B3	9606.ENSP00000262134	9606.ENSP00000444935	0	0	0	0	0	0	0.900	0.225	0.919
LPCAT2	PLD1	9606.ENSP00000262134	9606.ENSP00000342793	0.052	0	0	0	0.073	0	0.900	0.246	0.925
LRIG2	S100PBP	9606.ENSP00000355396	9606.ENSP00000362574	0	0	0	0	0.530	0	0	0	0.530
LSP1	SPI1	9606.ENSP00000371194	9606.ENSP00000227163	0	0	0	0	0.373	0	0	0.128	0.430
LSP1	SCIN	9606.ENSP00000371194	9606.ENSP00000297029	0	0	0	0	0	0.444	0	0.077	0.465
LSP1	RHOG	9606.ENSP00000371194	9606.ENSP00000339467	0	0	0	0	0.232	0.045	0	0.272	0.419
LSP1	MYO1F	9606.ENSP00000371194	9606.ENSP00000494550	0	0	0	0	0.317	0	0	0.173	0.412
LSP1	PTPRC	9606.ENSP00000371194	9606.ENSP00000411355	0	0	0	0	0.344	0	0	0.203	0.454
LSS	SREBF1	9606.ENSP00000380837	9606.ENSP00000348069	0	0	0	0	0.114	0	0.750	0.408	0.857
LSS	SCD	9606.ENSP00000380837	9606.ENSP00000359380	0.061	0	0	0	0.240	0	0	0.372	0.512
LSS	UBIAD1	9606.ENSP00000380837	9606.ENSP00000366006	0.049	0	0	0	0	0	0.172	0.349	0.443
LST1	TYROBP	9606.ENSP00000365261	9606.ENSP00000262629	0	0	0	0	0.792	0	0	0	0.792
LST1	P2RY13	9606.ENSP00000365261	9606.ENSP00000320376	0	0	0	0	0.467	0	0	0	0.467
LST1	MYO1F	9606.ENSP00000365261	9606.ENSP00000494550	0	0	0	0	0.473	0	0	0	0.473
LTBP1	MMP2	9606.ENSP00000386043	9606.ENSP00000219070	0	0	0	0	0.137	0	0	0.580	0.622
LTBP1	TGFB1	9606.ENSP00000386043	9606.ENSP00000221930	0	0	0	0	0.103	0.791	0.900	0.996	0.999
LTBP1	YBX1	9606.ENSP00000386043	9606.ENSP00000361626	0	0	0	0	0.049	0.066	0	0.427	0.447
LTBP1	TGFBR1	9606.ENSP00000386043	9606.ENSP00000447297	0	0	0	0	0.057	0.098	0	0.447	0.489
LZTS2	TMEM86A	9606.ENSP00000359240	9606.ENSP00000280734	0	0	0	0	0.043	0	0	0.409	0.410
LZTS2	TTLL4	9606.ENSP00000359240	9606.ENSP00000375951	0	0	0	0	0.049	0.459	0	0	0.463
MAG	ST6GAL1	9606.ENSP00000376048	9606.ENSP00000169298	0	0	0	0	0	0	0	0.449	0.449
MAG	PLLP	9606.ENSP00000376048	9606.ENSP00000219207	0	0	0	0	0.116	0	0	0.448	0.491
MAG	NCAN	9606.ENSP00000376048	9606.ENSP00000252575	0	0	0	0	0.241	0.126	0	0.356	0.535
MAG	PDGFRA	9606.ENSP00000376048	9606.ENSP00000257290	0	0	0	0	0	0.045	0	0.517	0.519
MAG	MYRF	9606.ENSP00000376048	9606.ENSP00000278836	0	0	0	0	0.261	0	0	0.457	0.582
MAG	UGT8	9606.ENSP00000376048	9606.ENSP00000311648	0	0	0	0	0.150	0	0	0.541	0.593
MAG	TMEM151A	9606.ENSP00000376048	9606.ENSP00000326244	0	0	0	0	0.329	0	0	0.159	0.411
MAG	OLIG2	9606.ENSP00000376048	9606.ENSP00000331040	0	0	0	0	0.226	0	0	0.638	0.708
MAG	NFASC	9606.ENSP00000376048	9606.ENSP00000344786	0	0	0	0.556	0.161	0	0	0.404	0.478
MAG	MPZL1	9606.ENSP00000376048	9606.ENSP00000352513	0	0	0	0	0	0	0	0.821	0.821
MAG	MOG	9606.ENSP00000376048	9606.ENSP00000366091	0	0	0	0	0.528	0.049	0	0.867	0.935
MAG	NKX2-2	9606.ENSP00000376048	9606.ENSP00000366347	0	0	0	0	0.109	0	0	0.392	0.435
MAG	OLIG1	9606.ENSP00000376048	9606.ENSP00000371785	0	0	0	0	0.251	0	0	0.608	0.694
MAG	PTPRZ1	9606.ENSP00000376048	9606.ENSP00000377047	0	0	0	0	0.106	0	0	0.373	0.416
MAG	TMEM235	9606.ENSP00000376048	9606.ENSP00000402790	0	0	0	0	0.777	0	0	0.138	0.799
MAG	PLP1	9606.ENSP00000376048	9606.ENSP00000481006	0	0	0	0	0.295	0.092	0	0.852	0.897
MAG	SOX10	9606.ENSP00000376048	9606.ENSP00000380093	0	0	0	0	0.253	0	0.750	0.534	0.905
MAML3	NCSTN	9606.ENSP00000421180	9606.ENSP00000294785	0	0	0	0	0	0.048	0	0.551	0.554
MAN2A1	ST6GAL1	9606.ENSP00000261483	9606.ENSP00000169298	0	0	0	0	0.042	0	0	0.583	0.583
MAN2A1	MAN2A2	9606.ENSP00000261483	9606.ENSP00000452948	0	0	0.063	0.953	0	0	0.900	0.084	0.906
MAN2A2	ST6GAL1	9606.ENSP00000452948	9606.ENSP00000169298	0	0	0	0	0	0	0	0.407	0.407
MAN2B1	NAGLU	9606.ENSP00000395473	9606.ENSP00000225927	0	0	0	0	0.179	0	0	0.584	0.644
MAN2B1	NAGA	9606.ENSP00000395473	9606.ENSP00000379680	0	0	0	0	0.294	0.295	0	0.526	0.743
MAN2B1	RNASET2	9606.ENSP00000395473	9606.ENSP00000426455	0	0	0	0	0.133	0	0	0.355	0.417
MAN2B1	NPC2	9606.ENSP00000395473	9606.ENSP00000451206	0	0	0	0	0.111	0	0	0.451	0.491
MAOB	PXDN	9606.ENSP00000367309	9606.ENSP00000252804	0	0	0	0	0.047	0	0	0.475	0.478
MAOB	TAC1	9606.ENSP00000367309	9606.ENSP00000321106	0	0	0	0	0.072	0	0	0.426	0.444
MAOB	PSEN1	9606.ENSP00000367309	9606.ENSP00000326366	0	0	0	0	0	0.075	0	0.390	0.411
MCM5	YBX1	9606.ENSP00000216122	9606.ENSP00000361626	0	0	0	0	0.099	0.510	0	0.117	0.576
MCM5	NCAPD2	9606.ENSP00000216122	9606.ENSP00000325017	0	0	0	0	0.585	0	0	0.390	0.736
MCM5	POLA1	9606.ENSP00000216122	9606.ENSP00000368358	0	0	0	0	0.719	0.406	0.500	0.560	0.958
MEGF10	SPATA6	9606.ENSP00000423354	9606.ENSP00000360913	0	0	0	0	0.042	0	0	0.631	0.631
MEGF10	XKR8	9606.ENSP00000423354	9606.ENSP00000362991	0	0	0	0	0	0	0	0.400	0.400
MEGF10	SYK	9606.ENSP00000423354	9606.ENSP00000364898	0	0	0	0	0	0.314	0	0.185	0.417
MEIS1	SPI1	9606.ENSP00000272369	9606.ENSP00000227163	0	0	0	0	0	0	0	0.571	0.571
MEIS1	TAL1	9606.ENSP00000272369	9606.ENSP00000294339	0	0	0	0	0.056	0.047	0	0.519	0.530
MFSD1	SLC29A3	9606.ENSP00000484175	9606.ENSP00000362285	0	0	0	0	0.044	0	0	0.402	0.404
MFSD2A	SLC6A6	9606.ENSP00000361895	9606.ENSP00000481625	0	0	0	0	0.042	0	0	0.438	0.438
MICALL1	SELENOP	9606.ENSP00000215957	9606.ENSP00000425915	0	0	0	0	0.196	0.573	0	0.273	0.728
MITF	SPI1	9606.ENSP00000391803	9606.ENSP00000227163	0	0	0	0	0.042	0.292	0	0.957	0.968
MITF	TIMP2	9606.ENSP00000391803	9606.ENSP00000262768	0	0	0	0	0.127	0	0	0.394	0.448
MITF	TFEB	9606.ENSP00000391803	9606.ENSP00000351742	0	0	0.060	0.891	0.042	0.808	0.800	0.434	0.976
MITF	SOX10	9606.ENSP00000391803	9606.ENSP00000380093	0	0	0	0	0.056	0.073	0	0.937	0.940
MITF	PDE6B	9606.ENSP00000391803	9606.ENSP00000420295	0	0	0	0	0	0	0	0.473	0.473
MKRN3	PABPC1	9606.ENSP00000313881	9606.ENSP00000313007	0	0	0	0	0	0.625	0	0.106	0.651
MMP2	TGFA	9606.ENSP00000219070	9606.ENSP00000404131	0	0	0	0	0	0	0	0.447	0.447
MMP2	SCIN	9606.ENSP00000219070	9606.ENSP00000297029	0	0	0	0	0.055	0	0	0.457	0.464
MMP2	TGFBR1	9606.ENSP00000219070	9606.ENSP00000447297	0	0	0	0	0.058	0	0	0.475	0.484
MMP2	VCAN	9606.ENSP00000219070	9606.ENSP00000265077	0	0	0	0	0.102	0	0	0.472	0.505
MMP2	PDGFRA	9606.ENSP00000219070	9606.ENSP00000257290	0	0	0	0	0.274	0	0	0.355	0.512
MMP2	TNC	9606.ENSP00000219070	9606.ENSP00000265131	0	0	0	0	0.210	0	0	0.410	0.514
MMP2	PXDN	9606.ENSP00000219070	9606.ENSP00000252804	0	0	0	0	0.169	0	0	0.644	0.692
MMP2	SPARC	9606.ENSP00000219070	9606.ENSP00000231061	0	0	0	0	0.357	0	0	0.554	0.701
MMP2	SPP1	9606.ENSP00000219070	9606.ENSP00000378517	0	0	0	0	0.087	0	0	0.836	0.843
MMP2	TGFB1	9606.ENSP00000219070	9606.ENSP00000221930	0	0	0	0	0.070	0.600	0.400	0.850	0.962
MMP2	TIMP2	9606.ENSP00000219070	9606.ENSP00000262768	0	0	0	0	0.154	0.985	0.500	0.999	0.999
MOG	PLLP	9606.ENSP00000366091	9606.ENSP00000219207	0	0	0	0	0.106	0	0	0.457	0.494
MOG	SIRT2	9606.ENSP00000366091	9606.ENSP00000249396	0	0	0	0	0.067	0.049	0	0.445	0.464
MOG	PXDN	9606.ENSP00000366091	9606.ENSP00000252804	0	0	0	0	0.045	0	0	0.424	0.426
MOG	PDGFRA	9606.ENSP00000366091	9606.ENSP00000257290	0	0	0	0	0.047	0.041	0	0.538	0.540
MOG	MYRF	9606.ENSP00000366091	9606.ENSP00000278836	0	0	0	0	0.086	0.055	0	0.457	0.490
MOG	TAC1	9606.ENSP00000366091	9606.ENSP00000321106	0	0	0	0	0.082	0	0	0.400	0.425
MOG	OLIG2	9606.ENSP00000366091	9606.ENSP00000331040	0	0	0	0	0.150	0	0	0.601	0.646
MOG	NFASC	9606.ENSP00000366091	9606.ENSP00000344786	0	0	0	0	0.109	0	0	0.507	0.541
MOG	SEMA4D	9606.ENSP00000366091	9606.ENSP00000416523	0	0	0	0	0.049	0	0	0.445	0.449
MOG	PTPRZ1	9606.ENSP00000366091	9606.ENSP00000377047	0	0	0	0	0.086	0	0	0.478	0.502
MOG	SOX10	9606.ENSP00000366091	9606.ENSP00000380093	0	0	0	0	0.178	0.045	0	0.445	0.526
MOG	PTPRC	9606.ENSP00000366091	9606.ENSP00000411355	0	0	0	0	0.069	0	0	0.598	0.610
MOG	OLIG1	9606.ENSP00000366091	9606.ENSP00000371785	0	0	0	0	0.145	0	0	0.724	0.754
MOG	PLP1	9606.ENSP00000366091	9606.ENSP00000481006	0	0	0	0	0.247	0	0	0.877	0.903
MOSPD2	RFTN2	9606.ENSP00000369860	9606.ENSP00000295049	0	0	0	0	0.044	0	0	0.449	0.450
MPZL1	SH3TC2	9606.ENSP00000352513	9606.ENSP00000423660	0	0	0	0	0	0	0	0.479	0.479
MPZL1	PLP1	9606.ENSP00000352513	9606.ENSP00000481006	0	0	0	0	0	0	0	0.522	0.522
MPZL1	SOX10	9606.ENSP00000352513	9606.ENSP00000380093	0	0	0	0	0.043	0	0	0.685	0.685
MS4A7	TYROBP	9606.ENSP00000300184	9606.ENSP00000262629	0	0	0	0	0.541	0	0	0.092	0.565
MTSS1	WIPF1	9606.ENSP00000322804	9606.ENSP00000376330	0	0	0	0	0.042	0.092	0	0.375	0.409
MVB12B	RNASE1	9606.ENSP00000354772	9606.ENSP00000381057	0	0	0	0	0.060	0	0.400	0	0.411
MYO1F	USH1C	9606.ENSP00000494550	9606.ENSP00000005226	0	0	0	0	0.051	0	0	0.416	0.422
MYO1F	SPI1	9606.ENSP00000494550	9606.ENSP00000227163	0	0	0	0	0.441	0	0	0.077	0.462
MYO1F	TYROBP	9606.ENSP00000494550	9606.ENSP00000262629	0	0	0	0	0.556	0	0	0.312	0.682
MYO1F	NCKAP1L	9606.ENSP00000494550	9606.ENSP00000293373	0	0	0	0	0.422	0	0	0.263	0.556
MYO1F	WDFY4	9606.ENSP00000494550	9606.ENSP00000320563	0	0	0	0	0.380	0.098	0	0	0.417
MYO1F	WIPF1	9606.ENSP00000494550	9606.ENSP00000376330	0	0	0	0	0.140	0.406	0	0.337	0.632
MYO1F	TBXAS1	9606.ENSP00000494550	9606.ENSP00000389414	0	0	0	0	0.389	0	0	0.078	0.413
MYO1F	PARVG	9606.ENSP00000494550	9606.ENSP00000391583	0	0	0	0	0.416	0	0	0	0.416
MYO1F	PTPN6	9606.ENSP00000494550	9606.ENSP00000391592	0	0	0	0	0.326	0	0	0.179	0.423
MYO1F	PTPRC	9606.ENSP00000494550	9606.ENSP00000411355	0	0	0	0	0.521	0	0	0.323	0.662
MYO1F	PTAFR	9606.ENSP00000494550	9606.ENSP00000442658	0	0	0	0	0.375	0	0	0.094	0.410
MYO9B	RTKN	9606.ENSP00000471457	9606.ENSP00000272430	0	0	0	0	0	0	0.400	0.152	0.470
MYO9B	RALGDS	9606.ENSP00000471457	9606.ENSP00000361120	0	0	0	0	0.083	0	0	0.392	0.418
MYO9B	TJP2	9606.ENSP00000471457	9606.ENSP00000438262	0	0	0	0	0.058	0	0.400	0.140	0.471
MYRF	PDGFRA	9606.ENSP00000278836	9606.ENSP00000257290	0	0	0	0	0	0	0	0.539	0.539
